ds,y
2020/01/04,5
2020/01/05,6
2020/01/10,4
2020/01/11,8
2020/01/12,4
2020/01/16,5
2020/01/18,8
2020/01/19,5
2020/01/20,5
2020/01/22,3
2020/01/24,10
2020/01/27,6
2020/01/28,5
2020/01/30,3
2020/02/01,5
2020/02/04,3
2020/02/07,2
2020/02/08,3
2020/02/09,2
2020/02/10,5
2020/02/12,2
2020/02/13,3
2020/02/15,5
2020/02/16,5
2020/02/17,5
2020/02/18,5
2020/02/19,5
2020/02/20,2
2020/02/22,5
2020/02/23,5
2020/02/24,3
2020/02/25,4
2020/02/26,3
2020/02/28,5
2020/02/29,5
2020/03/03,2
2020/03/04,2
2020/03/06,5
2020/03/07,3
2020/03/08,5
2020/03/13,3
2020/03/14,5
2020/03/19,5
2020/03/20,3
2020/03/21,3
2020/03/27,5
2020/03/28,5
2020/04/01,3
2020/04/03,3
2020/04/04,5
2020/06/19,8
2020/06/20,5
2020/06/21,3
2020/06/22,3
2020/06/23,5
2020/06/24,3
2020/06/25,5
2020/06/26,4
2020/06/27,8
2020/06/28,3
2020/07/01,5
2020/07/03,4
2020/07/04,5
2020/07/05,6
2020/07/08,3
2020/07/09,2
2020/07/10,6
2020/07/11,6
2020/07/12,8
2020/07/15,3
2020/07/17,6
2020/07/18,5
2020/07/19,5
2020/07/23,2
2020/07/24,5
2020/07/25,3
2020/07/26,3
2020/07/29,3
2020/07/31,6
2020/08/01,6
2020/08/02,6
2020/08/03,2
2020/08/05,3
2020/08/07,3
2020/08/08,5
2020/08/09,6
2020/08/10,3
2020/08/11,3
2020/08/12,2
2020/08/13,2
2020/08/14,2
2020/08/15,6
2020/08/16,5
2020/08/18,3
2020/08/21,6
2020/08/22,8
2020/08/23,8
2020/08/25,2
2020/08/27,3
2020/08/28,5
2020/08/29,5
2020/08/30,8
2020/09/03,2
2020/09/04,8
2020/09/05,8
2020/09/06,3
2020/09/07,3
2020/09/08,3
2020/09/11,6
2020/09/12,8
2020/09/13,4
2020/09/14,7
2020/09/16,2
2020/09/17,2
2020/09/18,5
2020/09/19,6
2020/09/20,5
2020/09/25,3
2020/09/26,8
2020/09/29,2
2020/10/01,2
2020/10/02,3
2020/10/03,5
2020/10/04,4
2020/10/05,2
2020/10/07,3
2020/10/09,5
2020/10/10,8
2020/10/11,3
2020/10/14,3
2020/10/16,5
2020/10/17,8
2020/10/18,6
2020/10/20,3
2020/10/22,2
2020/10/23,5
2020/10/24,6
2020/10/25,5
2020/10/26,3
2020/10/30,5
2020/10/31,11
2020/11/01,6
2020/11/03,2
2020/11/05,2
2020/11/06,5
2020/11/07,5
2020/11/08,3
2020/11/09,3
2020/11/11,5
2020/11/12,3
2020/11/14,10
2020/11/15,5
2020/11/16,3
2020/11/19,3
2020/11/20,5
2020/11/21,8
2020/11/22,8
2020/11/26,3
2020/11/27,5
2020/11/28,5
